Element, Nterminals, Nconductors, P_1, Q_1, ...
"Line.mdv201_hn_2_422_a790", 2, 1,    142.002,    60.5024,   -141.979,   -60.4922
"Line.hn_2p011_sw", 2, 1,    135.247,    51.2212,   -135.247,   -51.2208
"Line.mdv201_15005elb", 2, 1,    135.247,    51.2208,   -135.247,   -51.2208
"Line.mdv201_1149717fuse", 2, 3, -6.48118E-005, -0.000469444,    15.0076,    5.71237, 6.47506E-005, -0.000470261, -5.47467E-009, 3.78346E-009,   -15.0076,   -5.71295, 3.31847E-009, -2.74171E-010
"Line.mdv201_da_8_218_b8204", 2, 1,    7.71498,    2.88908,   -7.71493,   -2.89589
"Line.mdv201_hn_2_387_b804", 2, 1,    31.7223,    12.2315,    -31.721,   -12.2377
"Line.mdv201_hn_2_859_b94734", 2, 1,    6.75405,    2.54401,   -6.75399,   -2.55108
"Line.mdv201_hn_2_830_a14875", 2, 1,    5.38314,    2.31398,   -5.38311,   -2.31833
"Line.mdv201_1012406fuse", 2, 1,    55.3374,    22.5304,   -55.3374,   -22.5306
"Line.mdv201_hn_2_186_abc15011", 2, 3,     549.74,    226.449,    250.872,    96.5367,    261.166,    102.443,    -549.46,   -226.009,   -250.888,    -96.504,   -261.087,   -102.433
"Line.mdv201_hn_2_522_c855", 2, 1,    95.7535,    38.6164,    -95.737,   -38.6147
"Line.mdv201_108027fuse", 2, 1,     9.8007,    3.94978,    -9.8007,   -3.95014
"Line.mdv201_1010727fuse", 2, 1,    155.371,    66.3165,   -155.371,   -66.3163
"Line.mdv201_hn_2_831_abc39762", 2, 3, -0.000216674, -0.00257617, 8.17685E-007, -0.00288387, 0.000215856, -0.00257261, 9.35172E-010, 6.23735E-010, 7.37085E-010, -5.75379E-010, -6.95486E-010, 1.7308E-009
"Line.mdv201_1145433fuse", 2, 1,    5.85462,    2.37584,   -5.85462,   -2.37619
"Line.mdv201_hn_2_540_c8108", 2, 1,    15.5185,    6.28841,   -15.5183,   -6.29275
"Line.mdv201_hn_2_653_a14878", 2, 1,    15.0468,    6.33671,   -15.0466,   -6.34422
"Line.mdv201_c_1_083_b69488", 2, 1,    16.3675,    6.16437,   -16.3672,   -6.16797
"Line.mdv201_hn_2p016_b1160487", 2, 1,    28.1639,    10.0408,    -28.163,    -10.156
"Line.mdv201_hn_2_223_b8168", 2, 1,    7.67846,    2.99725,   -7.67827,    -3.0089
"Line.mdv201_1163441elb-1_sw", 2, 1, 3.93756E-006, -0.0971687, -3.93798E-006,  0.0971474
"Line.mdv201_1163441elb", 2, 1, -5.03809E-005, -0.0971806, 5.03809E-005,  0.0971806
"Line.mdv201_hn_2_731_b14852", 2, 1,    4.32968,     1.7345,   -4.32964,   -1.74705
"Line.c_1p035_sw", 2, 1,    99.6964,    40.3442,   -99.6961,    -40.344
"Line.mdv201_8082elb", 2, 1,    99.6961,    40.3439,   -99.6961,   -40.3439
"Line.mdv201_hn_2_064_c14871", 2, 1,     45.113,    18.5362,   -45.1115,    -18.541
"Line.mdv201_hn_2_878_b1144266", 2, 1,    47.9754,    18.4469,   -47.9736,     -18.45
"Line.mdv201_hn_2_149_c28298", 2, 1,    56.0387,    22.9047,   -56.0283,   -22.9116
"Line.mdv201_hn_1_177_c69626", 2, 1,     9.8007,    3.95014,   -9.80066,   -3.95258
"Line.mdv201_da_8_809_c46402", 2, 1,    8.65325,    3.38815,   -8.65316,   -3.39738
"Line.mdv201_1144263fuse", 2, 1,    58.2451,    24.2023,   -58.2451,   -24.2026
"Line.mdv201_hn_2_868_c833", 2, 1,    243.168,    96.7111,   -243.106,   -96.6536
"Line.mdv201_hn_2_836_b39616", 2, 1,    18.8533,    7.12681,   -18.8531,   -7.13201
"Line.mdv201_103731fuse", 2, 1,    44.2511,    18.0825,   -44.2511,   -18.0828
"Line.mdv201_c_1p031_a1160501", 2, 1,    11.2568,    4.45729,   -11.2567,   -4.53874
"Line.mdv201_hn_2_404_b799", 2, 1,    6.70099,    2.63798,   -6.70096,   -2.64151
"Line.mdv201_hn_2_121_c28294", 2, 1,    12.0169,    4.86871,   -12.0167,   -4.87463
"Line.mdv201_c_1_389_a1000986", 2, 1,    67.7087,    27.9945,   -67.7042,   -27.9966
"Line.mdv201_hn_2_491_c8114", 2, 1,    33.0105,    13.1864,   -33.0089,   -13.1938
"Line.mdv201_hn_2_837_b39584", 2, 1,    332.372,    123.572,   -332.303,   -123.504
"Line.mdv201_da_8_150_abc56781", 2, 3,    44.6358,    18.2983,    217.082,    83.2796,    247.538,    97.0393,   -44.6379,   -18.3171,   -217.028,   -83.2604,   -247.518,   -96.9759
"Line.mdv201_c_1p026_a1160505", 2, 1,     35.645,    14.4102,   -35.6441,   -14.4813
"Line.mdv201_hn_2_659_c62237", 2, 1,    378.897,    148.574,    -378.76,   -148.435
"Line.mdv201_hn_2_893_a39590", 2, 1,    86.0305,    35.0683,   -86.0167,   -35.0675
"Line.hn_2p009_sw", 2, 1,    178.925,    66.7653,   -178.924,   -66.7646
"Line.mdv201_15008elb", 2, 1,    178.924,    66.7646,   -178.924,   -66.7646
"Line.mdv201_hn_2_173_b39600", 2, 1, -5.41999E-011, -0.00791119, 1.26056E-010, -2.69377E-011
"Line.mdv201_hn_2_220_b44580", 2, 1,    18.2549,    7.11932,   -18.2539,   -7.12958
"Line.mdv201_hn_2_630_c28228", 2, 1,    53.8423,    21.6415,   -53.8399,   -21.6465
"Line.mdv201_hn_2_427_b826", 2, 1,    12.4983,    4.80077,    -12.498,   -4.80924
"Line.mdv201_c_1p032_a69460", 2, 1,    20.5123,    8.30057,    -20.512,   -8.39173
"Line.mdv201_hn_2_350_abc52517", 2, 3,    63.0048,    26.1396,    119.316,    44.2559,    233.526,    94.5682,   -63.0053,   -26.1472,   -119.301,   -44.2618,    -233.49,   -94.5368
"Line.mdv201_hn_2_796_abc782", 2, 3,    2352.41,    1007.51,     2570.3,    1029.15,    2316.63,    973.695,   -2350.77,   -1004.47,   -2569.01,   -1024.84,   -2316.52,   -970.413
